id,category,q,a,sources,related_service,maintainer,language
altan-staket-plank-007,altan-staket-plank,Vad händer om jag bygger altan utan lov?,Svartbygge kan leda till byggsanktionsavgift enligt PBL 11 kap. och PBF 9 kap. Avgiften är ofta betydande och kommunen kan förelägga om rivning eller lovansökan i efterhand. Lov beviljas dock inte om åtgärden strider mot detaljplan.,PBL 11 kap.; PBF 9 kap.,,Zaragoza AB,sv
tomtgrans-servitut-001,tomtgrans-servitut,Vad är ett servitut?,"Servitut är en rätt för en fastighet (härskande) att på visst sätt använda annan fastighet (tjänande), t.ex. för väg, vatten eller avlopp. Servitut kan bildas genom avtal eller beslut av Lantmäteriet och regleras i Jordabalken 14 kap.",Jordabalken 14 kap.,,Zaragoza AB,sv
tomtgrans-servitut-002,tomtgrans-servitut,Hur bestäms tomtgränser?,Tomtgränser fastställs genom fastighetsbildning hos Lantmäteriet. Gränsen markeras med gränsrör eller gränsstenar och framgår av fastighetskartan. Vid tveksamhet kan fastighetsbestämning begäras från Lantmäteriet enligt Fastighetsbildningslagen 14 kap.,Fastighetsbildningslagen; Lantmäteriet,,Zaragoza AB,sv
tomtgrans-servitut-003,tomtgrans-servitut,Krävs grannes medgivande vid bygge nära tomtgräns?,"Ja, vid bygge närmare än 4,5 meter från tomtgräns krävs grannes medgivande för att undvika bygglov enligt friggebodsregeln. För bygglovspliktiga åtgärder ska grannar höras av byggnadsnämnden om avvikelse från detaljplan föreligger enligt PBL 9 kap. 25 §.",PBL 9 kap. 4 §; PBL 9 kap. 25 §,,Zaragoza AB,sv
tomtgrans-servitut-004,tomtgrans-servitut,Vem underhåller gemensamhetsanläggning?,"Gemensamhetsanläggning (t.ex. väg, brunn, avlopp) förvaltas av samfällighetsförening enligt anläggningsbeslut från Lantmäteriet. Underhållskostnader fördelas mellan deltagande fastigheter enligt andelstal, reglerat av anläggningslagen (1973:1149).",Anläggningslagen 1973:1149,,Zaragoza AB,sv
tomtgrans-servitut-005,tomtgrans-servitut,Kan ett servitut upphöra?,"Ja, servitut kan upphöra om det inte längre behövs, om parterna är överens eller genom fastighetsreglering hos Lantmäteriet. Officialservitut kan också upphävas genom domstolsbeslut om förhållandena ändrats väsentligt enligt Fastighetsbildningslagen 7 kap. 5 §.",Fastighetsbildningslagen 7 kap. 5 §,,Zaragoza AB,sv
tomtgrans-servitut-006,tomtgrans-servitut,Får grannes träd hänga in på min tomt?,"Enligt Jordabalken 3 kap. 2 § får du själv avlägsna grenar och rötter som tränger in på din tomt om det är till olägenhet, men först efter att ha begärt ägarens åtgärd. Åtgärden får inte skada trädet oskäligt. Zaragoza AB rekommenderar skriftlig dialog först.",Jordabalken 3 kap. 2 §,,Zaragoza AB,sv
tomtgrans-servitut-007,tomtgrans-servitut,Vad är en nyttjanderätt?,"Nyttjanderätt är en tidsbegränsad rätt att använda annans fastighet, t.ex. arrende, hyra eller tomträtt. Nyttjanderätten är personlig till skillnad från servitut som följer fastigheten, och regleras i Jordabalken 7–12 kap.",Jordabalken 7–12 kap.,,Zaragoza AB,sv
yrkesbevis-certifikat-001,yrkesbevis-certifikat,Vad är ID06?,"ID06 är ett branschgemensamt system för identifiering, närvaroregistrering och kompetensstyrning på byggarbetsplatser. Alla arbetstagare ska ha giltigt ID06-kort enligt branschpraxis och det är ett krav enligt Skatteverkets personalliggare sedan 2016.",Skatteförfarandelagen 39 kap. 11 a §; ID06,,Zaragoza AB,sv
yrkesbevis-certifikat-002,yrkesbevis-certifikat,Vad är behörig elinstallatör?,Behörig elinstallatör är en fysisk person med teknisk kompetens registrerad hos Elsäkerhetsverket. Endast elinstallationsföretag som har en behörig elinstallatör för regelefterlevnad får utföra elinstallationsarbete enligt Elsäkerhetslagen 2016:732.,Elsäkerhetslagen 2016:732; Elsäkerhetsverket,,Zaragoza AB,sv
yrkesbevis-certifikat-003,yrkesbevis-certifikat,Vad innebär Säker Vatten-auktorisation?,"Säker Vatten-auktorisation innebär att VVS-företag följer branschreglerna Säker Vatteninstallation, har minst en montör per företag utbildad och certifierad samt lämnar intyg efter installation. Auktorisationen minskar risken för vattenskador och krävs ofta av försäkringsbolag.",Säker Vatteninstallation 2021:1; Installatörsföretagen,vvs,Zaragoza AB,sv
yrkesbevis-certifikat-004,yrkesbevis-certifikat,Vad är BF9K?,"BF9K är ett kvalitets-, miljö- och arbetsmiljöledningssystem för byggföretag framtaget av Stockholms Byggmästareförening. Certifiering sker av tredje part och visar att företaget har system motsvarande ISO 9001, ISO 14001 och ISO 45001.",BF9K; Stockholms Byggmästareförening,,Zaragoza AB,sv
yrkesbevis-certifikat-005,yrkesbevis-certifikat,Krävs yrkesbevis för byggnadsarbetare?,Yrkesbevis är inte lagstadgat men branschpraxis genom Byggnadsindustrins Yrkesnämnd (BYN). Yrkesbevis utfärdas efter avslutad gesällprov och dokumenterad arbetstid och krävs av många beställare. Zaragoza AB anlitar alltid yrkesutbildade hantverkare.,BYN; Byggnads,,Zaragoza AB,sv
yrkesbevis-certifikat-006,yrkesbevis-certifikat,Vad är heta arbeten-certifikat?,"Heta Arbeten-certifikat krävs för den som utför svetsning, skärning, lödning eller arbete med öppen låga på tillfällig arbetsplats. Certifikatet utfärdas av Brandskyddsföreningen efter genomförd utbildning och är giltigt i fem år. Krav från försäkringsbolag enligt SBF 506.",SBF 506; Brandskyddsföreningen,,Zaragoza AB,sv
yrkesbevis-certifikat-007,yrkesbevis-certifikat,Vad är PBK kontrollansvarig?,Kontrollansvarig enligt PBL (KA) är en certifierad person som biträder byggherren att se till att kontrollplanen följs. KA ska vara certifierad av ackrediterat organ som RISE eller Kiwa och ha behörighet normal eller komplicerad art enligt PBL 10 kap. 9 §.,PBL 10 kap. 9 §; BFS 2011:14 KA,kontrollansvarig,Zaragoza AB,sv
